Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Contenu pedago (product.metafields.custom.contenu_pedago),description (product.metafields.custom.description),Extrait (product.metafields.custom.extrait),Lien achat (product.metafields.custom.lien_achat),Niveau scolaire (product.metafields.custom.niveau),Produit (product.metafields.custom.produit),region (product.metafields.custom.region),Série (product.metafields.custom.s_rie),Tranche d'âge (product.metafields.custom.tranches_d_ge),Genre (product.metafields.shopify.genre),Audience cible (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
le-duel-des-apprentis,Le duel des apprentis,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Le cercle d'Éloan Tome 2 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"">Maintenant que les quentins ont réintégré le Zéphir, Imaëlle, Maxime et leurs amis sont projetés en l'an 1168, en plein cœur de la légendaire cité d'Éloan. Toutefois, l'accueil qu'on leur réserve n'est pas des plus chaleureux... </p>
<p class=""font_8"">Coincés dans cette époque jusqu'à ce que le pont de lumière soit à nouveau fonctionnel, certains d'entre eux apprennent qu'ils devront prendre part au duel des apprentis et... en sortir vainqueurs! Sans quoi, ils ne retrouveront jamais Éloan, qui a mystérieusement disparu et qui est le seul capable de réactiver le Zéphir. </p>
<p class=""font_8"">Instauré dans le but d'élire un nouveau grand sage, le duel des apprentis met à l'épreuve les pouvoirs et les connaissances des adolescents les plus talentueux de la cité. </p>
<p class=""font_8"">C'est un défi de taille, alors qu'Imaëlle et ses amis maîtrisent à peine leurs nouveaux pouvoirs. S'ils échouent, parviendront-ils à rentrer chez eux un jour? Le camping le Phare semble soudainement bien loin aux yeux des sept amis...</p>
</div>",Éditions De Mortagne,Non classé,"","10 ans, eloan, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/1209327-gf.jpg?v=1659029684,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-cercle-d-eloan-t-2-carolyn-chouinard-9782890749368.html,,,,,9-12 ans,,,,kg,,,active
la-legende-oubliee,La légende oubliée,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Le cercle d'Éloan Tome 1 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8""><span>Sept jeunes.</span></p>
<p class=""font_8""><span>Une légende oubliée depuis plus de huit cents ans...</span></p>
<p class=""font_8""><span>Imaëlle, Maxime et leurs amis découvrent que les îles qu'ils croyaient si bien connaître cachent en fait une histoire dépassant les frontières de leur imagination: celle d'un peuple mystérieux, isolé du reste du monde, qui utilisait l'énergie d'un cristal, le Zéphir, pour acquérir de nouvelles connaissances et ainsi atteindre l'immortalité.</span></p>
<p class=""font_8""><span>Mais un tel pouvoir n'a-t-il pas un prix à payer? Un jour, le grand sage du village fit une effroyable prédiction: un terrible cataclysme menaçait la survie du peuple entier. La magnifique cité d'Éloan et les richesses inestimables qu'elle recelait étaient appelées à disparaître. Inévitablement. </span></p>
<p class=""font_8""><span>De découverte en découverte, les adolescents développeront des dons spéciaux, de nouvelles facultés en lien avec d'anciens portails bien particuliers... Coïncidence? Destin? Une certitude demeure: ils ont été choisis pour accomplir une tâche essentielle qui changera à jamais le cours de leur vie...</span><span style=""text-align: right;"">                                                      </span></p>
</div>",Éditions De Mortagne,Non classé,"","10 ans, eloan, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/le_cercle_d_eloan.jpg?v=1659029594,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-cercle-d-eloan-la-legende-carolyn-chouinard-9782890749351.html,,,,,9-12 ans,,,,kg,,,active
les-gardiens-du-tresor-2,Les gardiens du trésor 2,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1"">Tome 2 | Dès 10 ans<br>
</h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">Jason passe les vacances d'été chez sa mère, à Magog. Son amie Sara vient à peine de le rejoindre pour la semaine que tous deux reçoivent un message surprenant de la part de la confrérie des Gardiens: ils seront initiés dès le lendemain. Cette cérémonie dissimule un objectif de la plus haute importance, soit retrouver un autre trésor, jadis caché par un célèbre contrebandier. </p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">Mais le temps presse, car seul un vieux moine mourant connaît l'emplacement du butin, et d'autres sont à sa recherche. Les deux adolescents devront user d'ingéniosité et de persévérance pour remplir leur mission. </p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">Des profondeurs glauques d'un antique monastère aux eaux sombres du lac Memphrémagog, Jason et Sara parcourront la région, débusquant au cours de leur quête de terribles secrets...</p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1""><span>✰  ✰  ✰</span></p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">On raconte qu'il existe au Québec plusieurs trésors qui n'auraient jamais été retrouvés. Il n'en fallait pas plus pour enflammer l'imagination de l'auteure. Avec cette nouvelle série, Carolyn Chouinard offre aux lecteurs une histoire palpitante où se côtoient codes secrets, énigmes et mystères anciens.</p>
</div>",Hurtubise,Non classé,"","10 ans, gardiens, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/couv_2.jpg?v=1659029452,1,"",false,,,,,https://www.entrepotnumerique.com/p/9782897812836,https://www.leslibraires.ca/livres/les-gardiens-du-tresor-t-2-carolyn-chouinard-9782897812829.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
les-gardiens-du-tresor-1,Les gardiens du trésor 1,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1"">Tome 1 | Dès 10 ans<br>
</h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">Jason, 14 ans, vit à Beauceville avec son père. Sa vie change du jour au lendemain lorsque Gustave, son vieux voisin et ami, décède. Rapidement, Jason apprend que celui-ci a laissé une mission à accomplir: trouver un trésor légendaire caché dans la région, que personne n'a jamais pu découvrir. </p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">Grâce aux indices laissés par Gustave, et avec l'aide de son amie Sara et de son grand-père Karl, Jason sera vite plongé dans une aventure sombre et excitante, enracinée dans les secrets d'une intrigante confrérie.</p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1""><span>✰  ✰  ✰</span></p>
<p class=""font_8"" style=""text-align: left;"" data-mce-fragment=""1"">On raconte qu'il existe au Québec plusieurs trésors qui n'auraient jamais été retrouvés. Il n'en fallait pas plus pour enflammer l'imagination de l'auteure. Avec cette nouvelle série, Carolyn Chouinard offre aux lecteurs une histoire palpitante où se côtoient codes secrets, énigmes et mystères anciens.</p>
</div>",Hurtubise,Non classé,"","10 ans, gardiens, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Les_gardiens_du_tresor_T1_C1.jpg?v=1659029363,1,"",false,,,,,https://www.entrepotnumerique.com/p/9782897812287,https://www.leslibraires.ca/livres/les-gardiens-du-tresor-t-1-carolyn-chouinard-9782897812270.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
trop-branche,Trop branché!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">Collection Brique | Dès 8 ans<br>
</h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: left;""><span>Un colibri a heurté la fenêtre de la chambre de Jacob et repose au fond de la boîte à fleurs. Quelle surprise pour le garçon lorsque l'oiseau-mouche reprend ses esprits et qu'il s'adresse à lui! Le colibri recherche une plante qui aurait des propriétés magiques! Jacob lui propose son aide et les deux amis partent à la recherche du spécimen. Mais cette petite boîte que Jacob recevra en cadeau pour sa fête pourrait bien changer ses plans...</span></p>
</div>",Éditions Phoenix | KO Éditions,Non classé,"","9 ans, branche, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/TROP_BRANCHE_Couverture.jpg?v=1659029225,1,"",false,,,,,,https://www.leslibraires.ca/livres/trop-branche-carolyn-chouinard-9782924833315.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
100-danse,100% danse,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Sur le rythme Tome 3 | Dès 10 ans<br></span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: start;""><span style=""text-align: right;"">Depuis qu'elle est sortie gagnante de la téléréalité Danse illimitée, la vie de Maélie a beaucoup changé, ce qui lui amène des avantages et des inconvénients. Si certains sont jaloux de son succès, d'autres lui proposent au contraire des opportunités inattendues.</span></p>
<p class=""font_8"" style=""text-align: start;""><span style=""text-align: right;"">L'année scolaire étant sur le point de se terminer, Maélie se prépare pour le camp d'été 100% danse. Bonne nouvelle! Kim et Nick seront également de la partie. Cependant, Véronique a aussi été sélectionnée, ce qui risque de faire des vagues...       </span></p>
<p class=""font_8""><span>✰  ✰  ✰</span></p>
<p class=""font_8""><span>Carolyn Chouinard aime partager son temps entre l'écriture et la danse. Cette nouvelle histoire lui permet de réunir ses deux passions pour faire découvrir au lecteur l'univers unique et fascinant de la danse irlandaise, qu'elle partage avec ses filles depuis de nombreuses années.</span></p>
</div>",Hurtubise,Non classé,"","10 ans, LivreCaro, Rythme",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Sur_le_rythme_T3_couv.png?v=1659029116,1,"",false,,,,,https://www.entrepotnumerique.com/p/9782897811303,https://www.leslibraires.ca/livres/sur-le-rythme-t-3-100-carolyn-chouinard-9782897811297.html,,,,,9-12 ans,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Sur_le_rythme_T3_couv.png?v=1659029116,kg,,,active
danse-illimitee,Danse illimitée,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Sur le rythme Tome 2 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"">Maintenant que son école de danse est sauvée, Maélie peut enfin respirer et surtout, profiter de chaque cours de danse avec son nouveau petit ami, Nick. Mais le calme sera de courte durée: Danse illimitée, la téléréalité de l'heure, cherche de jeunes candidats et cela crée toute une commotion. </p>
<p class=""font_8"">Maélie et ses amis devront alors se mesurer à des danseurs de styles très variés qui ont une passion commune: la danse sous toutes ses formes! Arriveront-ils à se démarquer et à ravir le cœur des juges afin d'obtenir leur place dans cette grande aventure?           </p>
<p class=""font_8""><span>✰  ✰  ✰</span></p>
<p class=""font_8""><span>Carolyn Chouinard aime partager son temps entre l'écriture et la danse. Cette nouvelle histoire lui permet de réunir ses deux passions pour faire découvrir au lecteur l'univers unique et fascinant de la danse irlandaise, qu'elle partage avec ses filles depuis de nombreuses années.</span>                </p>
</div>",Hurtubise,Non classé,"","10 ans, LivreCaro, Rythme",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Sur_le_rythme_T2_couv.jpg?v=1659028985,1,"",false,,,,,https://www.entrepotnumerique.com/p/9782897810672,https://www.leslibraires.ca/livres/sur-le-rythme-t-2-danse-carolyn-chouinard-9782897810665.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
une-competition-mouvementee,Une compétition mouvementée,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Sur le rythme Tome 1 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"">En arrivant à Ottawa pour une compétition de danse, Maélie Laframboise ignore que ce week-end lui réserve de nombreuses surprises. En plus de faire la rencontre de garçons qui partagent sa passion, elle apprend que sa professeure songe à vendre l'école où elle pratique la danse depuis plusieurs années. </p>
<p class=""font_8"">Malgré son inquiétude, Maélie réussira-t-elle à garder la tête froide et à offrir son plein rendement lors de cette compétition qui s'annonce des plus intenses?</p>
<p class=""font_8""> </p>
<p class=""font_8"">✰ ✰ ✰</p>
<p class=""font_8""> </p>
<p class=""font_8"">Carolyn Chouinard aime partager son temps entre l'écriture et la danse. Cette nouvelle histoire lui permet de réunir ses deux passions pour faire découvrir au lecteur l'univers unique et fascinant de la danse irlandaise, qu'elle partage avec ses filles depuis de nombreuses années.                                                         </p>
</div>",Hurtubise,Non classé,"","LivreCaro, Rythme",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Sur_le_rythme_T1_C1.jpg?v=1659028870,1,"",false,,,,,https://www.entrepotnumerique.com/p/9782897239121,https://www.leslibraires.ca/livres/sur-le-rythme-t-1-une-carolyn-chouinard-9782897239114.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
amis-et-liberte,Amis et liberté!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">
<span>Carnet secret d'une licorne </span><span>Tome </span><span>3 | </span><span mce-data-marked=""1"" data-mce-fragment=""1"">Dès 8 ans</span>
</h4>
<div id=""comp-ksqi6009"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8""><span>Cher journal, j'ai tellement hâte d'apprendre à voler! Mais jusqu'à ce que j'obtienne mon brevet, je serai jumelée avec un élève de la classe des anciens pour apprendre les différentes techniques de vol.</span></p>
<p class=""font_8""><span>J'espère qu'on va bien s'entendre tous les deux!</span></p>
</div>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: right;"">                                                          Princesse Sofia</p>
</div>",Auzou,Non classé,"","8 ans, licorne, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Couv_licorne_3.png?v=1659028630,1,"",false,,,,,,https://www.leslibraires.ca/livres/carnet-secret-d-une-licorne-t-carolyn-chouinard-9782898241994.html,,,,,9-12 ans,,,,kg,,,active
des-ailes-pour-sofia,Des ailes pour Sofia,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">
<span>Carnet secret d'une licorne Tome 2</span><span> | Dès 8 ans</span>
</h4>
<div id=""comp-ksqi6009"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8""><span>Cher journal, je rêve d'avoir des ailes pour pouvoir enfin m'envoler! De grands défis m'attendent pour les obtenir. Trouver mon chemin au cœur d'un labyrinthe, me faire des alliés, convaincre les fées de me donner de la poussière magique... Je devrai montrer beaucoup de détermination et surtout de courage!</span></p>
</div>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: right;"">                                                          Princesse Sofia</p>
</div>",Auzou,Non classé,"","8 ans, licorne, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Licorne2.jpg?v=1661347296,1,"",false,,,,,,https://www.leslibraires.ca/livres/carnet-secret-d-une-licorne-t-carolyn-chouinard-9782898241499.html,,,,,6-8 ans,,,,kg,,,active
le-voeu-de-sofia,Le voeu de Sofia,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">
<span>Carnet secret d'une licorne Tome 1</span><span> | Dès 8 ans</span>
</h4>
<div id=""comp-ksqgzym1"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8""><span>Cher journal, sais-tu qu'aujourd'hui, c'est la rentrée scolaire au royaume des licornes? Toutes les licornes de mon âge se feront des amis à l'école du Haut-Perché. Et moi, qui rêve d'y aller, je me retrouve encore toute seule dans mon château... Pfff! </span></p>
</div>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: right;"">                                                          Princesse Sofia</p>
</div>",Auzou,Non classé,"","8 ans, licorne, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/licornecouv1.jpg?v=1661289296,1,"",false,,,,,,https://www.leslibraires.ca/livres/carnet-secret-d-une-licorne-le-carolyn-chouinard-9782898240201.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
le-defi-du-roi,Le défi du roi,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1""><span data-mce-fragment=""1"">L'espion des dragons Tome 3 | Dès 8 ans</span></h4>
<p>Une terrible nouvelle vient d'arriver en provenance du volcan des dragons rouges. Une jeune dragonne a disparu! Et c'est peut-être ma faute... Drac et moi devons enquêter sur cette affaire. Pour cela, nous quittons la montagne de cristal pour trouver le puits aux souhaits. Suspense, danger et aventure m'attendent!</p>
</div>",Auzou,Non classé,"","8 ans, dragon, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/couv_3_dragon.png?v=1659027581,1,"",false,,,,,,https://www.leslibraires.ca/livres/l-espion-des-dragons-le-defi-carolyn-chouinard-9782898242069.html,,,,,9-12 ans,,,,kg,,,active
le-piege-malefique,Le piège maléfique,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1""><span data-mce-fragment=""1"">L'espion des dragons Tome 2 | Dès 8 ans</span></h4>
<p>Depuis peu, j'ai commencé ma formation auprès de Drac. C'est génial! Le maître magicien m'a mis en garde contre une sorcière maléfique. La vilaine cherche en effet à capturer un dragon magicien comme moi pour concocter de puissantes potions grâce à ses griffes...</p>
</div>",Auzou,Non classé,"","8 ans, dragon, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Sans_titre_2.png?v=1659027486,1,"",false,,,,,,https://www.leslibraires.ca/livres/l-espion-des-dragons-le-piege-carolyn-chouinard-9782898241505.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
la-mission-de-pendragon,La mission de Pendragon,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1"">
<span data-mce-fragment=""1"">L'espion des dragons Tome 1</span><span> | Dès 8 ans</span>
</h4>
<p><span data-mce-fragment=""1"">Je m'appelle Pendragon. Depuis toujours, je rêve de faire partie de la garde du roi. Aujourd'hui, je suis attendu au château pour participer aux épreuves de sélection de l'escorte royale. Plusieurs défis m'attendent. Je suis très nerveux, car c'est ma dernière chance d'impressionner le roi Saphir...</span><span style=""text-align: right;"">            </span></p>
</div>",Auzou,Non classé,"","8 ans, dragon, LivreCaro, pedago",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/dragoncouv1.jpg?v=1661289018,1,"",false,,,https://auzou.ca/pedago/9782898240614_1_20240123164247.pdf,,,https://www.leslibraires.ca/livres/l-espion-des-dragons-la-mission-carolyn-chouinard-9782898240614.html,,,,,9-12 ans,,,,kg,,,active
jeu-devasion-ou-complot,Jeu d'évasion ou complot?,"<div data-mce-fragment=""1"" data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-ksqkyxib"">
<h4 data-mce-fragment=""1"" class=""font_2"">Collection Slalom | Dès 9 ans<br>
</h4>
</div>
<div data-mce-fragment=""1"" data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-ksqkyxie"">
<p data-mce-fragment=""1"" class=""font_8"">Thomas, un jeune surdoué de 15 ans, participe à un projet scolaire particulier. Il propose de créer à son école un jeu d'évasion ayant pour thème les œuvres de Shakespeare. En faisant quelques recherches, il découvre que le célèbre écrivain ne serait peut-être pas le véritable auteur des pièces qu'on lui attribue. Sans le vouloir, il vient confirmer ce que les partisans de la théorie de Bacon croyaient depuis longtemps, c'est-à-dire que seul un noble aristocrate tel que Francis Bacon aurait pu écrire ces textes. Depuis des siècles, la Société littéraire et historique de Québec essaie de faire la lumière sur ce mystère. Plongés au cœur d'une intrigue historique, Thomas et son amie Émily devront unir leurs forces pour que la vérité éclate enfin.                     </p>
</div>",Éditions Boomerang,Non classé,"","9 ans, jeu, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Couv_1.jpg?v=1659027172,1,"",false,,,,,https://fr.calameo.com/read/003761792d7f78cf6e7c5,https://www.leslibraires.ca/livres/jeu-d-evasion-ou-complot-carolyn-chouinard-9782897095116.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
des-papillons-dans-le-coeur,Des papillons dans le cœur!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Le journal de Gabry-Aile Tome 4 | Dès 9 ans</span></h4>
<p><span>Mes vacances ne seront pas de tout repos puisque j'ai déniché un emploi dans un camp d'été. J'espérais enseigner le CHEERLEADING avec ma meilleure amie, mais on m'a confié le programme ""ESPIONS EN HERBES"". </span></p>
<p><span>Je vais devoir gérer un groupe d'enfants... Sans compter que mon cœur balance entre deux garçons. </span></p>
<p><span>Quelle est la solution?</span></p>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<p class=""font_8"" style=""text-align: right;"" data-mce-fragment=""1"">                                                            Gabry-Aile</p>
</div>",Auzou,Non classé,"","9 ans, gab, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Couv.jpg?v=1661289067,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-journal-de-gabry-aile-t-carolyn-chouinard-9782898242915.html,,,,pas-le-choix-daller-au-camp-dete,9-12 ans,,,,kg,,,active
je-veux-vivre-ma-passion,Je veux vivre ma passion!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Le journal de Gabry-Aile Tome 3 | Dès 9 ans</span></h4>
<p><span data-mce-fragment=""1"">Je suis tellement énervée! L'école secondaire Fraser propose la concentration cheerleading. La prof qui supervise le programme offre un atelier d'initiation à l'Isle-aux-Grues. Je pourrais y passer l'épreuve d'admission qui me permettrait d'intégrer la formation de mes rêves! Hum... Mon père sera-t-il d'accord avec mes plans?</span></p>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<p class=""font_8"" style=""text-align: right;"" data-mce-fragment=""1"">                                                            Gabry-Aile</p>
</div>",Auzou,Non classé,"","9 ans, gab, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/couv-jpeg.jpg?v=1661289264,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-journal-de-gabry-aile-t-carolyn-chouinard-9782898241857.html,,des-papillons-dans-le-coeur,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
qui-es-tu-mysterieux-inconnu,Qui es-tu mystérieux inconnu?,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Le journal de Gabry-Aile Tome 2 | Dès 9 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<p class=""font_8"" data-mce-fragment=""1""><span>Cool! Mia, ma meilleure amie, passera la semaine avec moi au camp La ferme d'Arnaud! Mais je viens d'apprendre que le directeur et ma tante Jess se fréquentent. Mauvaise nouvelle! Entre les randonnées à cheval et les feux de camp dans le tipi, je dois découvrir qui est le mystérieux inconnu que je croise. Est-ce lui le sorcier de l'île d'Orléans?</span></p>
<p class=""font_8"" style=""text-align: right;"" data-mce-fragment=""1"">                                                            Gabry-Aile</p>
</div>",Auzou,Non classé,"","9 ans, gab, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Sanstitre.webp?v=1658865952,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-journal-de-gabry-aile-qui-carolyn-chouinard-9782898240720.html,,,,pas-le-choix-daller-au-camp-dete,9-12 ans,,,,kg,,,active
